id,tot_sls,female,married,children,HHIncomeMed,WhtCollarOcc,BluCollarOcc,pop_0_25,pop_26_plus,prc_city
C0101869082,204.67905,0,1,1,77445,72,28,17,83,25
C0108537701,167.66851,0,1,1,95719,71,29,12,88,12
C0103850244,161.34195,1,1,1,53455,72,28,21,79,17
C0109001035,184.38137,1,0,0,98453,78,22,13,87,16
C0104767990,191.3696,1,1,0,62240,79,21,14,86,22
C0101249139,151.63,1,0,1,75000,81,19,13,87,19
C0102972480,99.71998,1,0,0,70862,83,17,13,87,14
C0103106018,175.41176,0,1,0,95144,73,27,20,80,19
C0109509151,119.9782,1,1,1,25580,73,27,19,81,21
C0103117115,209.24041,1,1,0,70829,76,24,18,82,25
C0103652996,122.13048,1,0,0,87312,76,24,10,90,23
C0108372516,137.5862,0,1,0,89780,72,28,10,90,17
C0108149285,114.32195,1,1,1,50455,70,30,15,85,8
C0104670989,236.72166,0,0,1,83454,68,32,16,84,26
C0104376444,144.31574,1,0,0,80606,83,17,21,79,21
C0108512509,126.16169,0,0,1,67661,67,33,15,85,16
C0108872440,67.26158,1,1,1,28902,74,26,15,85,11
C0108025497,170.05877,1,0,0,49513,83,17,17,83,23
C0105394104,107.38003,0,0,1,39207,80,20,17,83,25
C0102096419,118.92176,0,1,1,78144,85,15,22,78,18
C0103988786,176.23201,0,1,0,48869,76,24,20,80,22
C0103401845,218.16204,1,1,1,87076,85,15,12,88,23
C0109531964,229.23862,1,0,1,59478,75,25,17,83,22
C0102836831,78.3425,1,1,0,33250,80,20,19,81,12
C0101974609,99.34544,1,0,1,60536,73,27,9,91,16
C0108473774,158.01242,0,1,0,84698,77,23,20,80,16
C0108583284,231.36933,0,1,0,92377,67,33,15,85,24
C0108275686,215.85186,1,1,0,59834,72,28,10,90,22
C0102287102,85.32675,1,1,1,28575,71,29,9,91,12
C0107114652,111.51577,0,0,1,90813,77,23,13,87,15
C0104795993,227.97541,0,1,1,52329,78,22,16,84,25
C0105095665,125.9895,0,1,0,55550,74,26,12,88,17
C0103915398,80.4961,1,0,1,69090,74,26,18,82,9
C0103953541,158.46797,0,1,1,33993,67,33,22,78,26
C0104946821,142.32789,1,1,1,77441,76,24,12,88,23
C0105734452,110.62836,0,0,0,60684,69,31,20,80,9
C0101320489,132.96978,0,0,1,91482,65,35,11,89,26
C0109276400,122.69588,1,1,0,68572,84,16,20,80,9
C0105083095,187.40871,0,1,1,77099,74,26,13,87,8
C0106201877,176.54664,0,1,1,62816,79,21,12,88,20
C0103762298,145.90781,0,1,0,78889,65,35,12,88,14
C0101279771,121.45917,1,0,1,41273,76,24,14,86,16
C0106231827,151.88322,1,0,1,88218,76,24,9,91,21
C0104080675,184.52399,0,1,0,98531,73,27,9,91,14
C0101727219,207.07243,0,0,0,25767,75,25,20,80,26
C0106642701,185.25779,0,1,1,57751,79,21,18,82,9
C0108891873,132.09264,0,0,0,78216,76,24,16,84,11
C0109907452,95.54978,0,0,0,63482,79,21,21,79,8
C0108727404,133.13987,1,0,1,80103,81,19,18,82,16
C0107787500,115.7569,0,1,0,57610,82,18,15,85,26
C0102434695,71.97992,0,0,1,26448,86,14,9,91,12
C0108446094,226.57678,0,0,0,80782,65,35,22,78,17
C0104189144,197.82013,0,0,0,97897,72,28,9,91,13
C0107786261,214.46141,1,1,1,97729,86,14,17,83,17
C0103672191,123.49924,0,1,1,62756,68,32,19,81,8
C0108527133,210.8968,0,0,0,29920,80,20,18,82,24
C0108891276,107.40364,1,0,0,85116,75,25,10,90,9
C0102239554,130.02079,1,1,0,73451,67,33,14,86,15
C0101794182,202.07078,1,1,1,51382,69,31,21,79,16
C0106604947,198.94767,0,0,0,24923,80,20,10,90,16
C0103368761,113.61568,0,1,1,90192,82,18,11,89,11
C0108016760,88.04058,1,0,1,30002,81,19,19,81,13
C0105752975,136.32777,1,0,0,26613,85,15,10,90,10
C0109241033,190.85329,1,1,1,68701,68,32,14,86,10
C0108952932,203.95343,1,1,1,80667,81,19,17,83,11
C0103072268,187.83084,1,0,1,42796,86,14,10,90,23
C0105153668,193.56861,1,1,0,33409,76,24,22,78,20
C0106753652,125.87138,1,0,0,59522,67,33,16,84,26
C0105937379,139.9399,1,0,1,25310,84,16,21,79,21
C0104315683,139.37818,0,0,1,48442,82,18,21,79,17
C0102535361,123.91348,1,0,0,30012,72,28,11,89,24
C0102504879,128.45825,1,0,1,28925,83,17,16,84,10
C0102699859,165.33478,1,1,1,30982,81,19,20,80,24
C0108135850,184.89115,1,1,1,56935,75,25,10,90,8
C0104421771,100.18387,0,0,1,33703,84,16,21,79,12
C0107039849,149.58211,1,0,0,97559,65,35,9,91,12
C0105518477,215.83078,1,1,1,87382,74,26,13,87,18
C0104646430,156.98835,1,0,0,50615,68,32,12,88,8
C0104367725,213.06491,1,1,1,89879,72,28,13,87,25
C0104950914,196.285,1,0,0,87500,69,31,21,79,19
C0103264331,184.75918,0,1,1,25342,74,26,14,86,20
C0104471148,195.08762,0,0,1,59578,86,14,22,78,26
C0103725960,132.46483,1,0,0,83327,84,16,15,85,11
C0106193584,176.69364,1,0,1,64116,70,30,14,86,10
C0104951752,100.58724,0,1,1,34956,66,34,15,85,14
C0102039473,142.55872,1,0,1,50168,74,26,10,90,20
C0101294771,171.4663,1,1,0,61470,79,21,19,81,25
C0108832977,177.14133,1,1,0,64177,76,24,19,81,26
C0101716349,85.07005,1,0,1,36345,85,15,10,90,12
C0103742173,148.96445,1,0,1,68705,66,34,12,88,20
C0107051355,184.63088,1,0,1,89072,85,15,9,91,12
C0108991298,82.16453,1,0,0,48257,67,33,15,85,15
C0102914387,111.95525,0,0,0,65225,67,33,13,87,24
C0108795738,166.6236,0,0,0,72840,74,26,22,78,11
C0106890958,159.99417,1,0,0,61773,66,34,11,89,25
C0104676827,201.92235,1,1,0,34215,65,35,13,87,15
C0109983145,79.71323,1,0,1,96287,84,16,15,85,8
C0109107691,122.83569,1,0,1,37261,70,30,19,81,23
C0101307555,178.98827,1,1,1,84063,80,20,16,84,26
C0102636246,181.2766,0,0,0,60540,80,20,10,90,24
C0109804239,170.14836,1,0,0,33684,73,27,17,83,9
C0106037651,118.11397,0,1,1,99393,81,19,22,78,9
C0103789224,143.93283,1,0,1,96527,65,35,11,89,15
C0101765779,129.5646,0,0,1,56740,66,34,19,81,11
C0107103054,196.50244,0,1,0,57836,76,24,12,88,16
C0108304707,193.41387,0,0,0,88703,81,19,14,86,12
C0102580021,84.87756,1,0,0,50164,80,20,18,82,13
C0101556833,107.12046,0,1,1,75174,65,35,20,80,17
C0109855432,164.39799,0,0,0,32131,72,28,22,78,26
C0109825132,78.47959,0,1,0,26171,84,16,14,86,11
C0101934312,129.45764,0,0,0,24716,66,34,20,80,23
C0106782230,213.78977,1,1,1,71413,68,32,19,81,25
C0109673281,192.54606,1,1,0,93814,83,17,10,90,20
C0108444283,203.9015,1,0,1,28350,82,18,9,91,16
C0101925455,165.44936,0,1,0,29584,75,25,15,85,10
C0109066601,85.99563,0,0,1,39847,70,30,10,90,8
C0107746676,99.64176,1,0,0,39144,77,23,13,87,19
C0105811658,137.52304,1,0,0,66976,69,31,11,89,15
C0104524785,130.39691,0,1,1,42679,86,14,11,89,21
C0107589793,164.39407,1,1,1,73083,82,18,14,86,15
C0105231186,130.5268,0,1,0,76920,86,14,12,88,14
C0107990907,143.06879,0,1,0,76651,78,22,15,85,14
C0102474716,226.7139,1,0,0,95910,80,20,12,88,20
C0101392301,99.62039,0,0,1,90691,78,22,9,91,12
C0106385294,174.98781,0,0,0,50889,85,15,10,90,9
C0103526970,112.48517,0,0,0,73673,79,21,15,85,23
C0105786371,125.3457,1,0,0,54330,66,34,10,90,24
C0109661618,107.14996,0,0,0,33724,83,17,9,91,24
C0107551301,155.61968,1,0,1,36792,73,27,9,91,13
C0109576252,104.91115,1,0,1,58935,85,15,22,78,11
C0104831721,176.07643,0,1,1,48367,73,27,11,89,16
C0105270703,128.34985,0,0,0,79965,80,20,13,87,25
C0108394303,139.99457,1,0,1,26533,81,19,20,80,19
C0109148264,145.89147,1,0,0,72143,81,19,15,85,22
C0102179003,195.97519,1,1,0,56811,80,20,21,79,9
C0101627443,97.73413,0,1,1,93497,74,26,13,87,8
C0102075840,133.03176,0,0,1,28144,82,18,18,82,21
C0103816732,123.2392,0,0,0,30480,65,35,22,78,14
C0104113420,154.11843,1,1,1,72167,86,14,14,86,9
C0104585637,153.88149,0,1,0,67281,71,29,13,87,8
C0106563264,194.14164,0,1,0,52316,71,29,15,85,11
C0102665667,169.78939,1,0,1,89791,79,21,16,84,15
C0107633490,163.84943,1,0,0,44067,84,16,20,80,21
C0106989291,182.68668,1,1,0,88092,84,16,22,78,11
C0105291630,189.2625,1,0,0,73250,82,18,22,78,24
C0102656428,94.70923,1,1,0,64687,83,17,13,87,17
C0107817946,187.21588,0,1,0,50572,74,26,18,82,26
C0107581504,158.91356,1,1,1,30564,80,20,12,88,22
C0101773439,150.01558,1,0,1,58502,83,17,10,90,17
C0107422610,108.69481,0,1,0,43189,75,25,21,79,13
C0107408953,163.23851,0,1,1,56719,72,28,12,88,13
C0107658750,148.14654,0,0,0,65126,80,20,13,87,12
C0103721848,157.57252,1,0,0,66388,82,18,9,91,19
C0104934582,78.82828,1,1,0,25132,82,18,13,87,11
C0106308755,170.79058,0,1,1,43002,86,14,12,88,23
C0109204553,195.255,1,1,0,47500,65,35,11,89,25
C0109477041,151.80326,0,1,0,76494,81,19,21,79,10
C0103741516,166.2447,1,1,0,59430,73,27,15,85,26
C0108168512,122.91463,1,0,0,75947,83,17,15,85,24
C0101485924,149.63115,0,0,0,61935,81,19,14,86,15
C0104526249,202.62693,1,0,0,78817,82,18,18,82,12
C0106031475,163.42886,0,1,1,28134,77,23,16,84,26
C0106871657,135.27388,1,1,0,62772,66,34,9,91,14
C0101514142,207.07655,1,1,0,71195,73,27,13,87,12
C0106652823,180.66483,1,0,0,27327,79,21,11,89,26
C0106555240,139.22061,0,1,0,81209,72,28,15,85,15
C0101046584,198.72598,0,1,0,87262,85,15,18,82,25
C0109528148,196.78195,0,1,1,50455,72,28,10,90,23
C0108282730,182.17116,0,0,1,93004,76,24,12,88,11
C0108461537,180.49743,0,1,1,27267,86,14,11,89,22
C0108217212,128.75136,0,1,0,37384,78,22,11,89,21
C0104503578,94.25559,0,1,1,35571,73,27,14,86,18
C0102219715,113.63623,0,0,0,90987,66,34,11,89,14
C0107011096,89.39174,1,0,1,51006,72,28,20,80,11
C0109457132,185.07599,0,0,1,32331,82,18,16,84,13
C0103769243,193.35231,0,0,1,49939,76,24,16,84,9
C0104901950,97.62651,0,0,0,44919,69,31,14,86,12
C0102423228,182.285,0,1,1,55500,78,22,10,90,11
C0105410057,149.32356,0,1,0,57564,82,18,13,87,17
C0101747775,193.73987,1,0,1,34103,73,27,17,83,12
C0106741007,113.41863,1,1,1,59547,77,23,10,90,22
C0103472973,167.88565,0,0,1,66985,84,16,10,90,14
C0101974112,181.76319,1,1,0,77011,83,17,13,87,11
C0105399590,110.43666,1,0,1,98954,73,27,21,79,16
C0107016519,222.31248,1,1,1,53112,69,31,18,82,21
C0103297084,209.18933,0,1,0,86377,82,18,15,85,15
C0108376014,125.44223,1,1,0,54387,67,33,18,82,8
C0103180453,115.34533,0,1,1,69777,81,19,18,82,8
C0103775018,112.4266,1,1,0,85540,68,32,10,90,17
C0102424210,171.81364,0,0,0,85116,74,26,20,80,14
C0108329075,199.197,0,0,1,38300,78,22,21,79,24
C0103039408,186.64467,1,1,0,24223,86,14,13,87,14
C0108916072,139.68263,0,0,0,96147,75,25,22,78,23
C0105309046,119.83395,0,1,1,31255,71,29,21,79,16
C0102992512,159.82619,1,1,0,39711,85,15,10,90,20
C0107056583,137.75365,1,1,0,89185,82,18,9,91,8
C0104056128,122.21896,1,1,0,34824,76,24,17,83,13
C0109732168,144.72345,1,0,0,75805,76,24,16,84,8
C0109929507,71.07232,0,1,1,47008,71,29,13,87,11
C0109772952,229.79907,1,0,0,61583,72,28,12,88,26
C0106127268,208.05068,0,0,0,45692,85,15,17,83,26
C0109998688,183.38172,0,0,0,52868,73,27,16,84,18
C0103560657,170.78097,1,0,0,64693,85,15,13,87,12
C0106083153,134.6082,1,0,1,65580,85,15,19,81,16
C0109325452,221.99319,1,0,1,93011,85,15,21,79,26
C0102376037,106.93016,1,1,0,44104,81,19,22,78,16
C0105523981,174.80706,1,1,0,91714,70,30,19,81,10
C0103832824,127.49523,1,1,0,69087,84,16,14,86,17
C0101798651,188.26063,0,1,1,24347,82,18,20,80,20
C0101987812,141.63047,0,1,0,99243,77,23,12,88,16
C0101921768,129.69804,0,0,0,53476,69,31,14,86,12
C0102541829,156.1918,0,1,1,79420,77,23,10,90,23
C0106123760,115.82858,0,0,1,80202,76,24,12,88,22
C0108322593,101.31558,0,1,1,59502,78,22,11,89,14
C0105892823,212.46869,1,0,0,85961,68,32,21,79,19
C0105355343,187.92682,0,0,0,38058,75,25,16,84,20
C0107859038,171.1364,0,1,0,69160,84,16,12,88,18
C0102686245,167.39114,1,0,1,24866,69,31,17,83,20
C0109013131,146.70113,0,1,0,33797,74,26,20,80,15
C0109335650,211.70807,0,1,0,30683,73,27,19,81,21
C0107392733,81.21898,0,1,1,29962,65,35,17,83,16
C0102029658,213.21565,0,0,1,53985,82,18,21,79,24
C0107717413,209.21363,0,1,1,82047,83,17,10,90,18
C0103815715,182.62721,0,1,0,56749,82,18,14,86,17
C0109869900,235.67049,1,0,1,58381,77,23,16,84,24
C0101001783,145.93459,1,0,1,61671,82,18,20,80,23
C0105887640,102.38072,0,0,0,55968,71,29,10,90,15
C0105608315,169.14244,0,0,1,71836,68,32,21,79,9
C0105184278,217.42481,0,0,1,45189,70,30,14,86,24
C0108927038,133.61727,1,0,0,64163,84,16,17,83,22
C0104584363,110.0309,0,0,1,60210,83,17,22,78,23
C0102570412,107.70017,0,0,0,77173,67,33,19,81,14
C0105046109,79.47423,1,1,0,58187,85,15,17,83,10
C0106291006,133.40225,1,1,1,56525,75,25,10,90,20
C0107751862,154.96817,1,1,0,93373,70,30,12,88,17
C0107472819,197.3404,0,0,0,51760,80,20,17,83,21
C0101233784,131.57181,1,1,1,39489,67,33,11,89,16
C0105207337,141.60318,0,0,0,48942,71,29,13,87,25
C0108262070,115.45891,1,1,0,31479,86,14,14,86,9
C0108880333,95.39822,1,1,1,39718,85,15,13,87,21
C0103672595,133.78846,1,1,1,91374,75,25,16,84,10
C0107487573,142.54583,1,1,1,41227,82,18,11,89,24
C0108604743,179.0164,0,0,0,60160,76,24,21,79,11
C0101992599,147.27313,1,0,1,68597,81,19,11,89,25
C0107531225,117.6441,0,1,0,95290,72,28,18,82,19
C0108548319,225.83618,1,0,1,76642,83,17,13,87,19
C0101248735,125.04806,1,0,0,90614,71,29,19,81,14
C0104567199,150.9049,1,0,1,95810,71,29,15,85,18
C0105330413,119.4366,0,1,0,38540,80,20,21,79,17
C0106591015,182.44515,0,0,1,38535,76,24,18,82,12
C0109148548,131.95123,0,1,1,48487,69,31,18,82,10
C0101691668,160.1934,1,0,0,55460,74,26,9,91,12
C0105014574,171.87464,1,0,0,50016,80,20,16,84,15
C0105798228,191.23042,1,0,1,28898,73,27,10,90,17
C0103371772,112.40923,0,1,0,92687,81,19,17,83,21
C0101000333,133.73234,0,1,0,33146,66,34,17,83,8
C0105306641,126.52219,1,0,1,42111,69,31,21,79,18
C0109237872,139.26864,0,1,0,71616,80,20,9,91,23
C0102716056,143.79548,0,0,0,91812,80,20,17,83,17
C0106051207,183.43795,1,0,1,36855,73,27,18,82,17
C0104143086,212.26683,1,1,0,32127,69,31,15,85,22
C0102168802,183.78248,0,0,1,71112,85,15,20,80,16
C0104313920,140.69185,1,1,1,37765,77,23,18,82,16
C0101283804,167.83588,0,1,1,90572,85,15,22,78,25
C0108494490,93.98493,1,1,1,30017,83,17,10,90,19
C0102329404,198.34314,1,1,1,28666,82,18,17,83,25
C0109448494,147.11483,1,0,0,99327,86,14,13,87,9
C0103188898,96.50545,0,0,0,62605,76,24,15,85,15
C0105261718,109.36645,1,0,0,48505,86,14,15,85,10
C0101934035,114.97247,1,0,1,50043,80,20,9,91,23
C0108749523,203.49056,0,0,0,83864,78,22,14,86,11
C0108768013,205.81287,0,0,0,53803,82,18,11,89,18
C0108900258,202.87296,1,0,0,39424,75,25,21,79,26
C0101735076,111.88522,1,1,0,40018,84,16,13,87,11
C0101129858,105.16883,0,0,0,46927,77,23,21,79,15
C0103083448,197.51102,0,1,0,91038,74,26,18,82,25
C0101212354,167.42915,0,1,0,43135,78,22,19,81,19
C0109079879,159.38311,0,1,1,73459,86,14,12,88,10
C0107329627,201.16126,1,1,1,77694,76,24,17,83,11
C0106616614,104.52167,0,1,0,32523,72,28,13,87,14
C0106006917,205.43537,0,1,1,69053,77,23,18,82,26
C0101946458,114.24393,1,0,0,43117,76,24,16,84,13
C0101533062,101.91739,0,1,1,55991,66,34,10,90,20
C0107769365,169.41693,1,0,1,35817,71,29,10,90,11
C0108811088,205.42418,1,0,0,62842,79,21,10,90,21
C0102192448,178.11138,0,0,1,80522,77,23,13,87,19
C0104270565,222.23191,0,1,1,67179,80,20,11,89,24
C0103129323,138.91426,1,0,0,28394,70,30,22,78,8
C0103339147,208.81453,0,1,0,29257,78,22,12,88,24
C0106812694,89.54598,0,1,1,49262,75,25,13,87,9
C0107094467,125.24751,1,1,0,72819,66,34,9,91,16
C0107560945,202.43563,0,1,1,93847,83,17,16,84,26
C0101432103,145.41252,1,0,1,93388,79,21,10,90,15
C0103081681,126.81293,0,1,0,93217,75,25,20,80,8
C0108512650,111.01725,1,0,1,73025,70,30,18,82,21
C0107529613,211.47863,0,0,0,81547,70,30,16,84,12
C0105240613,130.99148,0,0,0,51212,65,35,17,83,26
C0107214504,110.24285,0,1,1,24665,72,28,22,78,15
C0106369330,87.6766,0,0,1,86540,77,23,12,88,8
C0101223238,78.59155,1,0,1,45695,85,15,9,91,10
C0107495300,167.05035,1,0,0,34415,65,35,13,87,26
C0106267974,119.44099,1,1,1,59831,70,30,13,87,10
C0102948786,161.5299,0,0,0,92310,67,33,17,83,9
C0103879339,132.64476,1,1,1,69844,79,21,10,90,11
C0109102365,171.41512,1,1,1,53328,71,29,11,89,23
C0101658507,223.16738,1,1,1,80922,65,35,14,86,19
C0107538134,148.29392,0,0,1,77048,65,35,16,84,26
C0104470355,184.6629,0,0,0,63010,83,17,12,88,10
C0103743635,144.90034,0,1,1,66346,83,17,9,91,20
C0105271835,112.31259,0,0,0,85871,72,28,13,87,20
C0105647743,125.18354,1,1,0,82426,71,29,14,86,15
C0101999188,193.86709,1,1,1,40921,77,23,16,84,22
C0106616630,141.87601,1,0,1,42469,67,33,17,83,24
C0105063984,201.95841,0,0,1,98029,75,25,19,81,23
C0102460891,185.36879,0,0,1,91651,67,33,11,89,16
C0103895712,183.98604,0,1,1,66676,82,18,11,89,26
C0106897028,94.04992,1,1,1,86448,68,32,15,85,12
C0104297399,185.77859,0,0,1,96271,84,16,17,83,21
C0103233251,152.67454,0,0,1,50326,83,17,20,80,25
C0101538211,74.54263,1,0,0,38147,71,29,9,91,9
C0108501714,96.0917,1,1,0,66730,66,34,19,81,14
C0106838659,129.34267,1,1,0,78423,72,28,17,83,8
C0108267798,144.99895,0,1,1,27755,71,29,15,85,10
C0106312670,98.8819,0,0,1,47110,82,18,9,91,21
C0109422521,211.62661,0,0,1,30609,68,32,11,89,20
C0105653635,195.02861,0,0,1,98409,82,18,15,85,10
C0102019598,161.56304,1,0,0,38976,72,28,12,88,23
C0104102458,139.1273,1,1,1,85370,81,19,14,86,15
C0104676799,99.01441,1,0,1,59429,72,28,22,78,16
C0109772460,206.60574,1,1,1,32606,75,25,14,86,18
C0102289955,145.05479,0,0,1,72051,67,33,12,88,19
C0106449593,146.81543,0,0,0,35467,65,35,9,91,9
C0101357512,196.06713,1,0,0,31197,75,25,22,78,22
C0105659690,177.75521,0,0,0,26949,66,34,16,84,20
C0106131894,146.52711,0,1,0,67059,73,27,15,85,23
C0107765605,187.43422,0,1,1,75118,72,28,14,86,17
C0106270812,180.39191,1,1,0,29179,68,32,13,87,11
C0104747953,214.42585,1,0,0,41365,83,17,13,87,24
C0107779322,194.73296,1,1,0,37424,84,16,21,79,17
C0106587356,193.31997,1,1,0,64793,67,33,15,85,19
C0101791603,119.87908,1,0,1,89652,85,15,21,79,16
C0109459231,158.66668,0,0,0,78092,73,27,15,85,10
C0103440663,202.85134,0,1,0,86246,73,27,18,82,14
C0101641643,113.73301,1,1,1,97769,85,15,10,90,9
C0106849626,196.63928,0,0,1,72032,70,30,19,81,19
C0103583665,180.70927,1,0,1,86963,65,35,15,85,22
C0103871637,59.83197,1,1,1,27593,86,14,22,78,8
C0108834071,198.46179,1,1,0,66351,85,15,11,89,25
C0106441415,118.61367,0,1,1,30323,86,14,21,79,16
C0105161758,232.70952,0,0,1,75688,68,32,10,90,26
C0107976617,92.64721,0,1,1,52749,72,28,21,79,10
C0109550162,161.07822,0,1,0,28718,83,17,16,84,21
C0103338345,115.26086,1,1,1,51934,68,32,11,89,11
C0109841939,99.72438,1,0,0,79222,67,33,21,79,10
C0108505321,189.15807,0,0,1,66683,75,25,21,79,11
C0109168523,138.59032,1,1,0,26208,75,25,20,80,19
C0102192124,117.54215,1,0,1,62835,80,20,19,81,22
C0101437263,199.11881,1,0,1,58789,79,21,9,91,13
C0108316984,153.46993,0,1,1,45517,84,16,15,85,10
C0102118648,176.47301,1,0,0,65769,84,16,20,80,20
C0102179792,204.80362,1,1,0,99978,82,18,21,79,14
C0108784863,147.3348,0,1,0,40120,66,34,14,86,17
C0102981612,195.88344,1,0,0,77736,69,31,18,82,15
C0105209130,156.07484,1,0,1,74396,79,21,11,89,13
C0108809724,94.33407,1,0,0,45083,75,25,10,90,11
C0103241904,101.4259,0,1,0,48710,66,34,22,78,20
C0104134469,88.45082,1,1,1,55658,86,14,13,87,11
C0102406453,76.33428,1,1,1,88532,70,30,9,91,9
C0108992100,209.79813,1,1,0,48097,83,17,21,79,14
C0108629978,156.47734,0,1,0,64646,69,31,19,81,22
C0108702526,132.37438,0,1,1,72222,85,15,21,79,16
C0106792768,172.82848,1,0,0,89512,71,29,20,80,17
C0105434744,147.56919,1,0,1,76411,71,29,22,78,13
C0103896644,142.45828,1,0,0,96132,79,21,9,91,25
C0107942641,80.22012,0,0,0,89828,85,15,15,85,10
C0102419226,112.59987,1,0,0,58103,82,18,13,87,19
C0102664469,94.33332,0,0,0,85908,83,17,14,86,16
C0109544721,158.14636,1,0,1,52884,66,34,20,80,12
C0106789343,202.09989,1,0,0,27241,82,18,15,85,19
C0107886982,154.92457,1,1,1,77533,84,16,18,82,10
C0104044460,112.1734,0,0,0,24460,81,19,11,89,19
C0101168117,123.78438,1,0,1,47222,75,25,17,83,15
C0107414319,172.15836,0,1,1,58684,75,25,19,81,20
C0102349501,166.7439,1,1,1,47910,69,31,14,86,13
C0104275810,182.05128,1,0,0,95832,78,22,20,80,24
C0101561542,203.99897,1,1,1,37893,79,21,14,86,18
C0104152452,155.7491,0,1,1,59790,76,24,19,81,26
C0103155271,128.0016,0,0,1,80040,66,34,20,80,25
C0106947731,193.48663,0,0,0,32747,73,27,18,82,15
C0105672048,198.47407,0,0,0,84083,65,35,9,91,11
C0105064617,161.19238,0,0,0,53422,65,35,18,82,11
C0101887239,151.79866,0,1,1,75754,84,16,11,89,20
C0104668004,133.40605,1,1,1,97745,67,33,17,83,22
C0109320627,204.0812,0,1,0,72280,68,32,10,90,17
C0103795771,191.46058,0,0,0,38002,69,31,12,88,22
C0102099406,80.48927,0,0,0,61963,72,28,14,86,11
C0101813250,102.43033,0,1,1,34277,65,35,14,86,9
C0105382718,106.65959,1,1,1,56171,66,34,10,90,15
C0107923999,105.00713,1,0,0,28197,69,31,13,87,19
C0107402089,180.11535,0,1,0,25915,82,18,9,91,14
C0103134743,121.8,0,0,1,92000,69,31,13,87,21
C0109765678,116.58021,0,0,0,85449,78,22,22,78,12
C0107318455,118.05302,1,0,0,36838,79,21,19,81,8
C0105879624,195.34966,1,0,1,73654,86,14,9,91,13
C0104321148,164.64531,1,1,1,50639,81,19,16,84,10
C0107880599,88.42587,0,0,1,46503,79,21,10,90,11
C0106097037,174.89864,1,0,1,55616,75,25,20,80,9
C0108648837,172.22928,1,0,0,56032,81,19,11,89,15
C0105000547,156.54051,0,0,0,56519,75,25,21,79,11
C0105623467,141.00155,1,1,0,57695,86,14,17,83,18
C0102501401,188.88603,1,0,0,50607,71,29,17,83,20
C0109054859,180.72837,0,0,1,81753,78,22,11,89,18
C0109807225,77.41297,0,1,1,36493,82,18,16,84,8
C0107526871,149.80254,0,1,0,84526,85,15,22,78,8
C0104535056,118.30652,1,0,0,69988,72,28,21,79,10
C0109846080,168.55442,0,0,0,58498,70,30,19,81,15
C0106044746,148.22653,0,1,1,96057,81,19,13,87,19
C0101477534,176.55223,1,0,1,63387,71,29,20,80,13
C0102758761,180.68156,0,0,0,52764,77,23,11,89,22
C0101893034,218.90917,1,1,0,87273,78,22,19,81,14
C0104105965,84.60104,1,1,0,32176,86,14,17,83,9
C0105955006,139.32908,1,1,0,26652,71,29,11,89,19
C0103947126,85.01026,1,1,1,84794,72,28,10,90,9
C0101117164,96.59948,0,1,0,61412,69,31,10,90,20
C0103257797,223.14207,0,0,0,93283,73,27,18,82,19
C0101224739,197.86435,1,0,1,79015,80,20,16,84,18
C0108702579,115.84111,1,1,1,31659,78,22,16,84,10
C0103078021,149.84306,0,1,0,52114,80,20,10,90,15
C0102978042,178.86021,1,0,1,74449,72,28,20,80,25
C0109083804,158.04483,1,0,0,84327,74,26,11,89,20
C0106357436,184.47232,1,1,1,89008,68,32,19,81,21
C0102351992,145.88939,1,1,1,40791,73,27,21,79,21
C0103708054,208.53048,0,0,1,90312,79,21,13,87,22
C0107081503,106.76681,0,1,1,49989,65,35,21,79,16
C0107705300,102.92434,1,1,1,87946,71,29,9,91,8
C0105073408,198.44969,1,1,1,54861,84,16,16,84,13
C0108840273,167.41165,1,0,1,52385,77,23,16,84,13
C0104231436,213.46572,0,1,0,60468,73,27,12,88,21
C0104471327,135.41633,0,0,0,70677,75,25,15,85,16
C0102341870,139.68877,0,0,1,72513,85,15,20,80,11
C0104482426,188.3386,0,1,0,37340,68,32,16,84,15
C0101456984,151.51314,0,1,0,55666,74,26,12,88,12
C0106402373,178.46531,0,0,1,95639,81,19,21,79,25
C0108521020,170.61849,1,0,1,73581,73,27,9,91,10
C0105261088,88.92096,1,0,0,61624,69,31,17,83,11
C0104885924,85.00884,1,1,0,70996,67,33,12,88,13
C0102139647,161.58599,1,1,1,36331,72,28,13,87,16
C0109604252,117.80104,1,0,1,97176,74,26,19,81,10
C0103987545,215.33787,0,1,1,44303,76,24,17,83,22
C0109346928,169.74571,0,1,1,88399,66,34,12,88,9
C0104084830,85.17478,0,1,0,33982,65,35,20,80,12
C0102268629,97.53707,0,1,0,65783,76,24,16,84,17
C0101820657,127.92153,0,1,1,56557,68,32,12,88,10
C0102526564,122.31966,0,0,0,89654,70,30,20,80,10
C0106596937,165.61275,1,1,0,73975,70,30,12,88,22
C0103011619,183.46894,1,1,0,61686,65,35,9,91,20
C0105905296,210.52412,1,0,0,76428,69,31,9,91,25
C0102883148,90.13101,1,1,1,66969,65,35,22,78,13
C0108111898,113.84359,0,1,0,27771,77,23,11,89,17
C0102652375,184.73323,0,1,1,70287,68,32,17,83,9
C0101481117,98.18494,1,1,0,94086,75,25,19,81,9
C0107112779,167.58291,0,0,1,68079,79,21,14,86,16
C0101900321,200.71229,0,1,1,29801,83,17,13,87,25
C0107544289,82.31768,1,1,1,79992,66,34,19,81,10
