id,nnights,nadults,nchildren,planning,sex,age,education,income,region,shopping,antiquing,scenery,eatfine,eatcasual,eatfamstyle,eatfastfood,museums,indoorpool,outdoorpool,hiking,gambling,boatswim,fishing,golfing,boattours,rideducks,amusepark,minigolf,gocarting,waterpark,circusworld,tbskishow,helicopter,horseride,standrock,outattract,nearbyattract,movietheater,concerttheater,barpubdance,shopbroadway,bungeejumping
99,4+,2,1,One Month or More Ago,Female,35-44,Some College,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO
100,4+,2,2,One Month or More Ago,Male,25-34,Some College,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES
101,3,3,2,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Milwaukee,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
102,2,1,2,This Month,Female,25-34,Post Grad,Lower Income,Minneapolis/StPaul,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
103,3,3,4,One Month or More Ago,Female,55-64,College Grad,,Other,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
104,3,2,2,One Month or More Ago,Male,35-44,Some College,Middle Income,Chicago,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
105,3,4,4,One Month or More Ago,Female,35-44,Some College,,Minneapolis/StPaul,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO
106,3,2,3,This Month,Male,25-34,Some College,Middle Income,Other,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
107,3,2,3,This Week,Male,25-34,Some College,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO
108,2,3,3,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Other,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
109,0,2,2,This Week,Female,35-44,HS Grad or Less,Lower Income,Madison,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO
110,2,4,5+,This Month,Female,25-34,College Grad,Middle Income,Chicago,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
111,4+,2,No kids,One Month or More Ago,Female,55-64,HS Grad or Less,,Other,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO
112,3,5+,5+,One Month or More Ago,Female,25-34,Post Grad,Middle Income,Other,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO
113,3,1,No kids,One Month or More Ago,Male,45-54,HS Grad or Less,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO
114,0,4,5+,This Month,Male,35-44,Some College,,Other,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
115,0,4,5+,One Month or More Ago,Male,45-54,College Grad,Middle Income,Madison,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO
116,0,2,5+,This Week,Female,35-44,Some College,,Milwaukee,NO,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO
117,0,1,2,This Week,Male,35-44,College Grad,Middle Income,Madison,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
118,4+,1,2,One Month or More Ago,Male,45-54,Post Grad,Middle Income,Milwaukee,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,NO,NO
119,0,2,3,This Week,Female,35-44,Some College,Lower Income,Milwaukee,YES,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
120,0,2,3,This Week,Male,35-44,Post Grad,Middle Income,Other,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
121,3,3,3,One Month or More Ago,Female,25-34,Some College,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO
122,2,1,2,This Week,Female,25-34,Some College,Lower Income,Minneapolis/StPaul,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
123,1,3,2,This Week,Male,35-44,College Grad,Upper Income,Other,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO
124,3,3,3,This Week,Female,55-64,College Grad,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO
125,2,2,No kids,One Month or More Ago,Male,35-44,Post Grad,Upper Income,Chicago,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO
126,2,3,1,One Month or More Ago,Female,55-64,Post Grad,Middle Income,Other,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,NO,YES,NO
127,1,2,2,One Month or More Ago,Female,35-44,Some College,Middle Income,Milwaukee,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
128,0,2,4,This Week,Female,35-44,College Grad,Middle Income,Madison,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
129,2,4,3,One Month or More Ago,Female,25-34,College Grad,Middle Income,Minneapolis/StPaul,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
130,2,2,No kids,This Week,Male,35-44,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
131,0,4,5+,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Other Wisconsin,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
132,0,2,5+,One Month or More Ago,Male,25-34,College Grad,Lower Income,Other,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
133,0,2,3,This Week,Female,35-44,Post Grad,Middle Income,Madison,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
134,3,2,No kids,This Week,Female,35-44,Some College,Upper Income,Other,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
135,2,2,No kids,One Month or More Ago,Male,45-54,Some College,Middle Income,Other,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO
136,0,1,4,One Month or More Ago,Female,35-44,HS Grad or Less,Lower Income,Madison,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
137,0,2,2,One Month or More Ago,Male,45-54,HS Grad or Less,Lower Income,Milwaukee,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
138,0,4,5+,One Month or More Ago,Male,35-44,Post Grad,Middle Income,Madison,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
139,1,2,1,This Week,Male,65+,Some College,Lower Income,Minneapolis/StPaul,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO
140,3,2,1,One Month or More Ago,Female,45-54,College Grad,Lower Income,Milwaukee,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO
141,3,5+,3,One Month or More Ago,Male,65+,HS Grad or Less,Lower Income,Madison,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
142,4+,2,3,One Month or More Ago,Male,35-44,Some College,Lower Income,Other Wisconsin,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
143,4+,5+,2,One Month or More Ago,Female,25-34,College Grad,Lower Income,Chicago,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO
144,0,2,3,One Month or More Ago,Female,25-34,HS Grad or Less,Lower Income,Madison,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
145,0,3,5+,One Month or More Ago,Male,LT 25,Some College,Lower Income,Madison,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
146,1,3,1,One Month or More Ago,Female,45-54,College Grad,Middle Income,Milwaukee,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
147,0,3,2,This Month,Female,35-44,HS Grad or Less,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO
148,0,2,3,One Month or More Ago,Female,35-44,Post Grad,Middle Income,Madison,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
149,2,4,No kids,One Month or More Ago,Male,LT 25,HS Grad or Less,Lower Income,Other Wisconsin,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
150,0,2,No kids,One Month or More Ago,Male,45-54,HS Grad or Less,,Other Wisconsin,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO
151,4+,5+,5+,One Month or More Ago,Male,45-54,Post Grad,Lower Income,Other,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO
152,0,3,2,This Week,Female,25-34,College Grad,Lower Income,Milwaukee,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
153,1,3,3,This Month,Female,35-44,HS Grad or Less,,Milwaukee,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
154,0,1,5+,One Month or More Ago,Male,35-44,Some College,Lower Income,Madison,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO
155,3,3,3,This Month,Female,25-34,Post Grad,Lower Income,Minneapolis/StPaul,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES
156,1,2,2,This Month,Male,35-44,College Grad,Middle Income,Minneapolis/StPaul,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
157,0,2,1,One Month or More Ago,Male,25-34,Some College,Middle Income,Other Wisconsin,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,NO
158,3,5+,3,One Month or More Ago,Female,35-44,Post Grad,Middle Income,Chicago,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES
159,2,2,No kids,One Month or More Ago,Female,LT 25,College Grad,Middle Income,Other Wisconsin,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO
160,0,2,2,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Other,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO
161,3,2,2,One Month or More Ago,Female,25-34,Post Grad,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
162,4+,2,5+,One Month or More Ago,Female,55-64,HS Grad or Less,Lower Income,Minneapolis/StPaul,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
163,3,2,2,One Month or More Ago,Male,25-34,Post Grad,Middle Income,Chicago,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
164,1,4,4,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Other,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
165,4+,3,2,One Month or More Ago,Female,45-54,Some College,Middle Income,Other,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO
166,4+,2,1,One Month or More Ago,Female,25-34,Some College,Middle Income,Chicago,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO
167,3,2,2,One Month or More Ago,Male,65+,College Grad,Middle Income,Chicago,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO
168,3,2,No kids,One Month or More Ago,Male,45-54,College Grad,Middle Income,Other,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO
169,2,4,3,This Month,Male,65+,Post Grad,,Minneapolis/StPaul,NO,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES
170,2,2,3,This Week,Male,25-34,HS Grad or Less,Middle Income,Minneapolis/StPaul,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
171,3,2,1,This Week,Female,25-34,Post Grad,Middle Income,Chicago,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO
172,0,1,2,This Week,Female,35-44,Some College,Lower Income,Madison,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO
173,3,2,5+,One Month or More Ago,Male,35-44,College Grad,Lower Income,Minneapolis/StPaul,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO
174,0,2,5+,This Month,Female,35-44,College Grad,Middle Income,Other,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
175,3,1,3,One Month or More Ago,Female,25-34,Some College,Lower Income,Other Wisconsin,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO
176,0,1,4,This Week,Female,35-44,Some College,Lower Income,Madison,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
177,0,2,5+,One Month or More Ago,Male,45-54,Post Grad,Middle Income,Madison,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
178,0,2,2,This Month,Female,35-44,College Grad,Middle Income,Madison,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
179,2,1,2,One Month or More Ago,Female,35-44,Post Grad,Middle Income,Milwaukee,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO
180,0,1,3,This Month,Male,35-44,Post Grad,Middle Income,Madison,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
181,2,2,2,One Month or More Ago,Male,35-44,Post Grad,Middle Income,Milwaukee,YES,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
182,3,3,1,This Month,Male,35-44,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO
183,0,5+,No kids,One Month or More Ago,Female,25-34,Some College,Middle Income,Other Wisconsin,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
184,0,2,4,This Month,Male,45-54,HS Grad or Less,Lower Income,Madison,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
185,4+,2,2,One Month or More Ago,Female,35-44,Some College,Middle Income,Chicago,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO
186,1,5+,5+,This Month,Female,25-34,HS Grad or Less,Lower Income,Other Wisconsin,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO
187,4+,5+,1,One Month or More Ago,Male,45-54,HS Grad or Less,,Chicago,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO
188,2,1,No kids,This Month,Female,45-54,HS Grad or Less,Lower Income,Chicago,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
189,2,2,1,One Month or More Ago,Male,25-34,Some College,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
190,3,2,1,This Month,Male,35-44,Post Grad,Upper Income,Chicago,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
191,0,1,No kids,This Week,Female,45-54,HS Grad or Less,,Madison,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
192,4+,2,2,One Month or More Ago,Female,45-54,Post Grad,Middle Income,Chicago,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
193,3,2,No kids,This Month,Male,45-54,Some College,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO
194,4+,2,2,One Month or More Ago,Female,35-44,Some College,Middle Income,Other Wisconsin,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,NO
195,2,2,No kids,This Month,Female,35-44,Some College,Lower Income,Chicago,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO
196,1,2,4,This Week,Female,25-34,HS Grad or Less,Lower Income,Other Wisconsin,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO
197,4+,2,2,One Month or More Ago,Female,35-44,College Grad,Lower Income,Other,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
